ListingKey,ListingNumber,ListingCreationDate,ListingCreationTime,AMPM,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
1EBE3543673573276C4D602,575192,4/3/12,7:41:09,PM,Past Due (1-15 days),,0.25451,0.2293,0.2193,0.2141,0.065,0.1491,4,C,4,2,TN,Engineer - Mechanical,Full-time,133,TRUE,FALSE,,4/3/12 19:41,680,699,9/5/93 0:00,10,9,34,3,931,1,2,0,0,1,0,0,39226,0.9,3974,32,0.81,0,0.37,"$100,000+",TRUE,9166.666667,248F3647402636045E5AD89,1,31,31,0,0,10000,1581.14,-98,4,,23,63220,15000,4/6/12 0:00,Q2 2012,0D4F34600936303549A76F7,422.25,9274.5,3584.03,5690.47,-248.17,0,0,0,0,1,0,0,0,73
52003527720752070A4132E,530330,10/1/11,11:19:15,AM,Past Due (1-15 days),,0.22362,0.1899,0.1799,0.1757,0.061,0.1147,4,C,6,1,NY,Professional,Employed,5,FALSE,FALSE,,10/1/11 11:19,680,699,12/15/98 0:00,6,5,27,4,93,1,2,0,0,7,1,0,2384,0.44,277,18,0.77,0,0.34,"$25,000-49,999",TRUE,3416.666667,9665363123637882370CF6F,1,9,9,0,0,7500,4859.2,-33,3,,29,54230,7000,10/7/11 0:00,Q4 2011,55563491413626905DD8D56,256.56,7328.26,5235.5,2092.76,-110.19,0,0,0,0,1,0,0,0,122
B34C3572555079963C52618,722971,3/4/13,12:05:03,PM,FinalPaymentInProgress,,0.28525,0.2064,0.1964,0.1793,0.1175,0.0618,3,D,6,1,NV,Realtor,Employed,22,FALSE,FALSE,,3/4/13 12:04,600,619,6/7/02 0:00,7,6,28,5,192,1,11,0,0,3,1,0,4995,0.85,807,26,0.88,0,,"$25,000-49,999",FALSE,2166.666667,72B9367584104810761406B,2,38,36,2,0,8000,3244.01,11,0,,12,85836,4000,3/6/13 0:00,Q1 2013,A4E333653293361552C7DD8,371.76,4089.36,3631.23,458.13,-22.2,0,0,0,0,1,0,0,0,80
A1CA35869869875513244B0,873624,8/19/13,11:29:20,AM,Past Due (1-15 days),,0.19645,0.1599,0.1499,0.1417,0.0549,0.0868,5,B,8,1,DC,Analyst,Employed,73,FALSE,FALSE,,7/28/13 10:09,660,679,8/26/02 0:00,17,16,31,9,205,0,1,0,0,3,0,0,21374,0.74,7126,29,0.96,1,0.33,"$75,000-99,999",TRUE,6655.333333,F3C636909081545864516A3,1,11,11,0,0,14700,10763,11,15,,7,99423,15000,8/23/13 0:00,Q3 2013,4E96336529011524721EE40,527.28,2629.8288,1760.2,869.6288,-54.8,0,0,0,0,1,0,0,0,1
5A2235821037639610DF3F5,812835,6/18/13,4:45:04,AM,Past Due (61-90 days),,0.20081,0.1769,0.1669,0.1575,0.0574,0.1001,5,B,6,1,SC,Other,Employed,69,TRUE,FALSE,,6/18/13 4:44,700,719,6/20/97 0:00,13,11,25,6,1029,1,8,1,3969,3,0,0,47908,0.74,16089,23,0.95,0,0.33,"$75,000-99,999",TRUE,6666.666667,3A433685491540325CF8BF5,1,15,15,0,0,7000,5801.39,-25,80,,9,93126,12000,6/20/13 0:00,Q2 2013,A70035387823597308A75C0,302.7,1783.5,496.02,1287.48,-39.55,-102.46,0,0,0,1,0,0,0,117
A04635306805850023BBC56,535737,10/26/11,6:41:47,PM,Past Due (91-120 days),,0.22029,0.2056,0.1956,0.1921,0.052,0.1401,5,B,6,1,GA,Other,Full-time,204,FALSE,FALSE,,10/26/11 18:41,720,739,12/17/98 0:00,16,13,39,8,311,1,5,0,0,0,1,0,7256,0.4,6046,31,0.93,2,0.35,"$25,000-49,999",TRUE,3750,7A553632836693541DF93F6,1,17,17,0,0,6000,3764.09,6,100,,29,55452,10000,10/31/11 0:00,Q4 2011,26D534822367242866BA473,268.06,6433.44,2836.88,3596.56,-174.91,0,0,0,0,1,0,0,0,49
660335245558525226DAC9C,525345,9/1/11,5:57:18,PM,Past Due (1-15 days),,0.28339,0.2449,0.2349,0.2291,0.105,0.1241,3,D,5,1,NJ,Professional,Employed,17,FALSE,FALSE,,12/30/11 7:06,600,619,6/1/92 0:00,8,7,35,9,612,1,5,0,0,0,0,0,15151,0.94,747,27,1,0,0.34,"$25,000-49,999",TRUE,3333.333333,64043642616462374B74F78,2,39,35,4,0,7760,0.48,9,10,,26,59813,5665,1/31/12 0:00,Q1 2012,B7B233692602119491C4C94,223.71,5324.04,2962.86,2361.18,-89.06,-316.31,0,0,0,1,1,0,0,2
AB3235751843920188FA9BF,738126,3/26/13,11:59:47,AM,Past Due (91-120 days),,0.35356,0.3134,0.3034,0.276,0.1575,0.1185,1,HR,4,3,VA,Professional,Self-employed,38,FALSE,FALSE,,3/26/13 11:59,700,719,10/11/90 0:00,8,8,14,7,408,10,11,0,0,0,1,0,8704,0.17,42196,13,1,0,,"$100,000+",FALSE,14583.33333,5D91367910723093986369B,1,2,2,0,0,4000,0,-42,102,,12,87012,4000,3/28/13 0:00,Q1 2013,F6873537732778056F7AC05,172.76,1209.32,513.21,696.11,-22.21,0,0,0,0,1,0,0,0,58
4A52355482672356490D254,622314,8/9/12,4:00:27,PM,Past Due (31-60 days),,0.21434,0.1774,0.1674,0.1636,0.0649,0.0987,4,C,4,7,CO,Other,Retired,172,FALSE,FALSE,,8/9/12 16:00,660,679,1/1/72 0:00,15,14,34,15,1066,1,2,0,0,0,0,0,35874,0.88,2117,32,1,0,0.76,"$25,000-49,999",TRUE,2148,3D853659485588782FB07F6,1,11,8,3,0,7500,5922.75,-29,53,,19,72105,6543,8/16/12 0:00,Q3 2012,A2C634310116493533FF7FE,235.69,4005.35,2628.21,1377.14,-66.52,-189.66,0,0,0,1,0,0,0,105
6FBC354096284013150A933,564445,3/1/12,5:27:10,PM,Past Due (1-15 days),,0.14766,0.1296,0.1196,0.1192,0.02,0.0992,6,A,8,20,MO,Executive,Employed,17,TRUE,FALSE,,3/1/12 17:27,700,719,3/25/96 0:00,10,9,27,5,408,0,3,0,0,0,1,0,20300,0.97,291,23,1,0,0.12,"$100,000+",TRUE,9333.333333,B43036443902489402AF7F4,1,12,12,0,0,2000,1459.54,-13,4,,24,61653,7000,3/6/12 0:00,Q1 2012,C37E3507843534433B987A0,159.13,3584.99,2056.63,1528.36,-117.93,0,0,0,0,1,0,0,0,125
A1BF3579269295048CC0CCF,791507,5/29/13,5:30:27,PM,FinalPaymentInProgress,,0.15324,0.1249,0.1149,0.1102,0.0374,0.0728,6,A,9,14,WI,Tradesman - Mechanic,Employed,64,TRUE,FALSE,,5/29/13 17:30,660,679,8/1/03 0:00,7,7,17,3,423,3,5,0,0,0,0,0,19394,0.94,1106,15,1,1,0.21,"$100,000+",TRUE,8333.333333,48F53683763584429341EB1,2,15,15,0,0,10500,0,-48,0,,9,91984,15000,6/3/13 0:00,Q2 2013,EE443537927348346018693,501.73,4515.57,3310.17,1205.4,-96.52,0,0,0,0,1,0,0,0,141
ED263591793673048AF5482,975516,10/13/13,1:51:06,PM,Past Due (91-120 days),,0.30337,0.2769,0.2669,0.24294,0.1375,0.10544,2,E,2,7,NY,Engineer - Mechanical,Employed,173,FALSE,FALSE,,10/13/13 13:51,640,659,11/1/83 0:00,15,8,43,5,145,3,13,0,0,1,1,0,4833,0.68,1584,40,0.92,3,0.18,"$50,000-74,999",TRUE,5833.333333,83F73697219011604CCB971,1,13,12,1,0,7500,0,,108,,5,106985,5000,10/22/13 0:00,Q4 2013,589635518529764300B50A4,154.75,0,0,0,0,0,0,0,0,1,0,0,0,31
96A9354566942897534F8C5,585189,5/3/12,8:53:15,AM,Past Due (1-15 days),,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2,E,3,1,NC,Nurse (RN),Employed,28,FALSE,FALSE,,5/3/12 8:53,640,659,1/14/03 0:00,17,15,44,13,421,1,8,0,0,0,0,0,6619,0.54,2979,32,0.93,1,0.41,"$50,000-74,999",TRUE,5000,04FC36507630352623DEB5D,1,9,9,0,0,3500,2835.98,-14,1,,22,65419,4000,5/9/12 0:00,Q2 2012,17CE3519084236916E9E923,169.78,4351.99,3008.43,1343.56,-44.79,0,0,0,0,1,0,0,0,39
96E83583917701875E0D04B,833243,7/9/13,8:52:52,PM,Past Due (61-90 days),,0.24282,0.2179,0.2079,0.1932,0.0799,0.1133,4,C,3,1,MO,Other,Employed,117,TRUE,FALSE,,7/9/13 20:52,740,759,7/28/99 0:00,11,11,35,4,90,3,5,0,0,0,0,0,3272,0.07,41728,22,1,3,0.51,"$50,000-74,999",TRUE,5425.333333,9.13E+78,1,16,16,0,0,25000,19932.03,-39,83,,8,95711,10000,7/17/13 0:00,Q3 2013,F4DA34892693635028A89BB,275,1094.0301,375.82,718.2101,-33.23,0,0,0,0,1,0,0,0,1
5D9C3555246339648D63CAE,621080,8/6/12,1:28:31,PM,Past Due (91-120 days),,0.15936,0.1364,0.1264,0.1259,0.0249,0.101,6,A,8,15,MI,Clerical,Employed,24,FALSE,FALSE,,8/6/12 13:28,760,779,1/1/84 0:00,6,6,26,3,85,3,5,1,0,3,4,0,1107,0.09,8127,23,0.95,0,0.12,"$25,000-49,999",TRUE,3166.666667,0F933657698886797408306,1,6,4,2,0,5000,4692.65,3,92,,19,72100,3000,8/8/12 0:00,Q3 2012,5E113537435189915EA4417,69.25,948.75,441.52,507.23,-34.99,-11.77,0,0,0,1,0,0,0,44
8495354871738482106B97B,598449,6/11/12,1:14:25,PM,FinalPaymentInProgress,,0.18316,0.1469,0.1369,0.1346,0.042,0.0926,5,B,7,1,CO,Professional,Full-time,94,TRUE,FALSE,,6/11/12 11:38,720,739,7/3/91 0:00,19,19,25,15,524,2,5,0,0,0,0,0,5025,0.26,12018,22,0.87,4,0.2,"$50,000-74,999",TRUE,4166.666667,F7E8365311094791183E498,2,21,21,0,0,6600,2266.24,119,0,,21,68192,3000,6/20/12 0:00,Q2 2012,44D83488966403387420DC6,103.54,2070.8,1502.37,568.43,-38.7,0,0,0,0,1,0,0,0,50
BF2E3550198251980D47DF2,601327,6/19/12,4:25:33,AM,Past Due (61-90 days),,0.22742,0.1902,0.1802,0.176,0.065,0.111,4,C,4,7,FL,Administrative Assistant,Employed,104,TRUE,FALSE,,6/19/12 4:25,660,679,1/1/58 0:00,15,13,46,10,119,0,1,6,12478,42,0,0,3821,0.84,599,40,0.68,0,0.24,"$50,000-74,999",TRUE,4702.166667,87523654720255892178FE3,1,6,6,0,0,5000,4452.16,-47,73,,21,68744,7500,6/27/12 0:00,Q2 2012,89CC3385561041309B141E9,275,4865,2873.69,1991.31,-86.75,-285.5,0,0,0,1,0,0,0,105
983E35625746870277B6F22,662290,10/29/12,10:38:48,AM,Past Due (1-15 days),,0.26528,0.2272,0.2172,0.2,0.0975,0.1025,3,D,5,6,MA,Other,Employed,33,FALSE,FALSE,,10/29/12 10:38,640,659,9/30/05 0:00,11,7,19,3,101,1,2,0,0,0,0,0,1946,0.81,467,12,0.91,0,0.33,"$25,000-49,999",TRUE,2333.333333,F484366496099946959AE98,3,73,70,3,0,9000,189.36,2,5,,16,77208,8000,11/5/12 0:00,Q4 2012,CEE934259710130598BF105,308.51,4627.65,2599.84,2027.81,-88.59,-52.45,0,0,0,1,0,0,0,61
B73B3577378952622698496,765433,5/2/13,9:13:43,AM,Past Due (31-60 days),,0.20462,0.1679,0.1579,0.1487,0.0599,0.0888,5,B,5,1,TX,Computer Programmer,Employed,3,TRUE,FALSE,,5/2/13 9:13,660,679,6/15/93 0:00,14,13,28,8,1377,0,6,0,0,0,0,0,60793,0.95,2916,28,1,0,0.34,"$100,000+",TRUE,11666.66667,08E7368234749448208307A,2,23,23,0,0,12500,5822.52,2,32,,10,89732,15000,5/6/13 0:00,Q2 2013,D4663519966218167154D3A,533.22,4265.76,2705.75,1560.01,-92.92,0,0,0,0,1,0,0,0,62
21A135697306942814CA509,703272,1/21/13,6:24:42,PM,Past Due (91-120 days),,0.22262,0.1982,0.1882,0.1777,0.0574,0.1203,5,B,6,3,NC,Other,Employed,8,FALSE,FALSE,,1/21/13 18:24,680,699,6/16/98 0:00,11,9,27,3,45,1,7,0,0,0,1,0,1296,0.84,152,25,1,2,0.36,"$25,000-49,999",TRUE,2513.333333,2AF13673050009005CB0148,2,45,45,0,0,4000,1492.6,74,105,,14,82515,15000,1/25/13 0:00,Q1 2013,232B3396742416528F044AD,395.91,3563.19,1435.67,2127.52,-107.34,0,0,0,0,1,0,0,0,215
1E363556231590161C5CD2E,634592,9/6/12,8:25:11,AM,Past Due (16-30 days),,0.22712,0.1899,0.1799,0.1757,0.0724,0.1033,4,C,3,3,NC,Computer Programmer,Employed,52,TRUE,FALSE,,9/6/12 8:25,700,719,6/1/00 0:00,8,8,31,5,200,2,7,0,0,0,0,0,9715,0.77,2785,30,0.96,1,0.46,"$25,000-49,999",TRUE,3750,8F0D366064452371371AA29,1,6,6,0,0,15000,14035.37,-68,21,,18,74443,10000,9/17/12 0:00,Q3 2012,79B93535924098503752809,366.51,5849.16,3614.54,2234.62,-114.39,-186.93,0,0,0,1,0,0,0,106
BB1435401326441834F5EBF,565433,3/6/12,5:54:40,AM,Past Due (61-90 days),,0.26681,0.2287,0.2187,0.2134,0.099,0.1144,3,D,3,1,LA,Other,Employed,64,TRUE,FALSE,,3/6/12 5:54,640,659,12/1/87 0:00,7,7,12,4,859,0,3,0,0,0,0,0,30972,1.02,0,12,1,0,0.7,"$25,000-49,999",TRUE,3250,CA813645323813745F92A7C,1,10,10,0,0,5779.65,4686.25,-27,61,,24,61787,13000,3/8/12 0:00,Q1 2012,E4B635123524232930DF480,502.35,11029.65,6473.05,4556.6,-194.85,-295.19,0,0,0,1,0,0,0,26
F3EA3589305218111D0E466,886865,9/4/13,7:20:44,AM,Past Due (31-60 days),,0.21566,0.1914,0.1814,0.1702,0.0649,0.1053,4,C,4,1,RI,Pharmacist,Employed,167,TRUE,FALSE,,9/4/13 7:20,740,759,2/8/00 0:00,4,4,25,3,10,3,5,7,128639,20,1,0,0,0,360000,23,0.78,2,0.27,"$75,000-99,999",TRUE,6666.666667,495C369138760593000FF89,2,17,17,0,0,26300,0,-34,32,,6,100952,12500,9/6/13 0:00,Q3 2013,0B173543159653036082D04,325.22,1294.3252,513.52,780.8052,-41.14,0,0,0,0,1,0,0,0,1
220435967544677450A68E2,1069344,12/4/13,12:39:52,PM,Past Due (61-90 days),,0.2214,0.197,0.187,0.17274,0.0899,0.08284,4,C,6,7,NC,Waiter/Waitress,Employed,127,TRUE,FALSE,,12/4/13 12:39,640,659,9/11/00 0:00,5,5,18,4,296,0,0,0,0,2,0,0,12143,0.57,9147,16,0.87,0,0.23,"$1-24,999",TRUE,1750,E69C369919753696495975A,1,12,12,0,0,4000,0,,63,,3,119981,4000,12/6/13 0:00,Q4 2013,8AFB3505479464843361DC9,105.31,0,0,0,0,0,0,0,0,1,0,0,0,8
712435620427399928FF483,659426,10/24/12,1:00:12,PM,Past Due (1-15 days),,0.22712,0.1899,0.1799,0.1679,0.0724,0.0955,4,C,3,7,IL,Administrative Assistant,Employed,189,TRUE,FALSE,,10/24/12 13:00,700,719,2/1/93 0:00,3,2,22,0,0,1,4,0,0,0,1,0,0,0,0,18,0.88,0,0.28,"$25,000-49,999",TRUE,3333.333333,A5C536656644706984FE57D,2,21,21,0,0,21500,12086.85,-2,5,,16,77205,10000,11/5/12 0:00,Q4 2012,E00735154245467450F229E,366.51,5497.65,3409.48,2088.17,-109,-36.12,0,0,0,1,0,0,0,66
AA7D3565986296659D19EA5,683833,12/6/12,1:04:12,PM,Past Due (91-120 days),,0.33286,0.2932,0.2832,0.2575,0.1425,0.115,2,E,4,7,NY,Construction,Employed,74,FALSE,FALSE,,12/6/12 13:04,600,619,8/10/96 0:00,5,4,11,2,81,2,9,1,73,12,1,0,2379,0.92,171,10,0.72,0,0.19,"$50,000-74,999",TRUE,4300,61BA3668708853258BAD618,2,20,20,0,0,9000,5260.61,-47,118,,15,79313,6000,12/12/12 0:00,Q4 2012,8A4F3491675096841D3A12C,252.48,2524.8,1184.4,1340.4,-45.71,0,0,0,0,1,0,0,0,88
B2EC3554159036555F5EE0C,623852,8/13/12,7:42:57,PM,Past Due (16-30 days),,0.33051,0.2909,0.2809,0.2681,0.1425,0.1256,2,E,2,1,MI,Other,Other,103,FALSE,FALSE,,8/13/12 19:42,640,659,10/15/79 0:00,3,3,42,2,212,5,10,9,22697,24,1,0,5922,1,3,34,0.82,0,0.2,"$25,000-49,999",TRUE,3466.666667,C04436589031636232105AF,1,10,4,6,0,10000,8260.97,-91,22,,19,72478,2000,8/16/12 0:00,Q3 2012,A6223527819094655FC130F,83.91,1442.65,533.26,909.39,-24.19,-111.86,0,0,0,1,0,0,0,12
BAE53584942343537C28722,851194,7/25/13,8:13:16,AM,Past Due (16-30 days),,0.17522,0.1519,0.1419,0.135,0.0474,0.0876,5,B,8,1,AL,Civil Service,Employed,94,FALSE,FALSE,,7/25/13 8:12,660,679,4/10/91 0:00,11,11,18,9,323,0,3,0,0,0,0,0,7251,0.58,4889,14,1,1,0.36,"$25,000-49,999",TRUE,2541.666667,7EC536899249094178FB154,1,7,7,0,0,2000,0,-10,23,,7,99268,10000,8/15/13 0:00,Q3 2013,A70135579096683267C4A87,238.9,1194.5,572.16,622.34,-40.97,0,0,0,0,1,0,0,0,75
7EDC35669708214121DC3D6,689609,12/26/12,9:59:36,AM,Past Due (1-15 days),,0.25013,0.2124,0.2024,0.1873,0.0874,0.0999,4,C,3,1,TX,Other,Employed,167,TRUE,FALSE,,12/26/12 5:12,660,679,12/1/92 0:00,9,9,30,5,848,2,3,0,0,0,0,0,40872,0.99,370,30,0.96,0,0.3,"$75,000-99,999",TRUE,7491.666667,B0B9367141839671451BE9D,1,10,9,1,0,5000,4019.6,-16,3,,14,80631,15000,1/7/13 0:00,Q1 2013,543B35389961427392C5291,566.98,7397.44,4158.73,3238.71,-149.82,-192.78,0,0,0,1,0,0,0,215
1D223566744087533DA5F10,695287,1/6/13,8:18:49,PM,FinalPaymentInProgress,,0.25781,0.2199,0.2099,0.1937,0.0925,0.1012,3,D,2,7,IL,Skilled Labor,Employed,17,TRUE,FALSE,,1/6/13 20:18,660,679,5/1/90 0:00,8,7,16,5,798,2,12,0,0,0,0,0,133759,0.98,2688,16,1,1,0.16,"$25,000-49,999",TRUE,3991.666667,1B813670879076163F5CD99,1,1,1,0,0,4000,0.01,-4,0,,14,81078,3000,1/9/13 0:00,Q1 2013,81DA3553433248773C7EB21,114.56,1489.28,865.74,623.54,-28.36,0,0,0,0,1,0,0,0,66
ABFA3579984634436E5E621,794416,6/1/13,4:35:45,PM,Past Due (1-15 days),,0.24246,0.2049,0.1949,0.1808,0.0824,0.0984,4,C,3,13,NY,Teacher,Employed,27,FALSE,FALSE,,6/1/13 16:35,700,719,3/19/88 0:00,4,4,29,3,55,1,4,1,15394,31,1,0,62,0.01,4078,14,0.57,0,0.32,"$25,000-49,999",TRUE,2583.333333,E3EE3683097894879B089A9,1,17,16,1,0,4000,2584.05,19,6,,9,92087,3000,6/4/13 0:00,Q2 2013,6BA935323900259406C42A8,112.24,882.92,498.8,384.12,-18.76,0,0,0,0,1,0,0,0,51
21803552682889840F0D9A3,610659,7/12/12,6:52:12,AM,Past Due (16-30 days),,0.22742,0.1902,0.1802,0.176,0.065,0.111,4,C,4,3,NC,Other,Self-employed,33,FALSE,FALSE,,7/12/12 5:56,720,739,1/1/99 0:00,6,5,40,3,498,1,3,0,0,2,0,0,26811,0.11,5336,36,0.8,2,,"$100,000+",FALSE,30000,13083657014022710EF3504,1,33,23,9,1,5400,0.01,89,19,,20,70843,8500,7/19/12 0:00,Q3 2012,E0383406164017750BABCA7,311.66,5580.46,3443.01,2137.45,-107.47,-208.8,0,0,0,1,1,0,0,122
A73F3546557572726A4BF98,590410,5/18/12,7:19:32,AM,Past Due (1-15 days),,0.22742,0.1902,0.1802,0.176,0.065,0.111,4,C,5,16,WA,Laborer,Employed,61,FALSE,FALSE,,5/18/12 7:19,700,719,6/4/08 0:00,4,4,6,4,42,1,2,0,0,0,0,0,3581,0.19,13364,5,1,0,0.28,"$1-24,999",TRUE,1500,3E643651219267172E3FC10,1,7,7,0,0,3500,2548.84,-42,13,,22,66722,7000,5/25/12 0:00,Q2 2012,3BA23527488480137D8D3A0,256.66,5028.2,3175.34,1852.86,-94.26,-62.96,0,0,0,1,0,0,0,125
092835812351393553C12AD,799960,6/6/13,11:10:52,AM,Past Due (91-120 days),,0.25371,0.2159,0.2059,0.1903,0.0899,0.1004,4,C,3,1,NV,Accountant/CPA,Employed,44,TRUE,FALSE,,6/6/13 11:10,680,699,2/2/01 0:00,32,31,62,13,464,3,11,1,243,0,0,0,11275,0.98,99,44,0.97,1,0.25,"$100,000+",TRUE,12500,75DD36847068497348BD0A3,1,3,3,0,0,4000,0,-8,116,,9,93059,10000,6/14/13 0:00,Q2 2013,40653570282663538ABDD77,379.79,1513.2449,819.37,693.8749,-32.41,0,0,0,0,1,0,0,0,1
6.09E+22,764389,4/30/13,7:19:13,PM,Past Due (1-15 days),,0.26128,0.2359,0.2259,0.2085,0.0925,0.116,3,D,5,2,MS,Accountant/CPA,Employed,46,TRUE,FALSE,,4/30/13 19:19,640,659,10/22/93 0:00,11,11,66,10,342,2,7,0,0,7,0,0,7673,0.65,767,27,0.74,2,0.38,"$25,000-49,999",TRUE,3166.666667,3.86E+25,2,21,21,0,0,17000,11548.91,38,4,,10,89794,10000,5/6/13 0:00,Q2 2013,F16C3382510924226014516,285.3,2567.7,849.22,1718.48,-72.86,0,0,0,0,1,0,0,0,174
DE523549037885382C33D48,600316,6/15/12,12:33:18,PM,Past Due (31-60 days),,0.28704,0.261,0.251,0.2448,0.099,0.1458,3,D,4,1,MO,Bus Driver,Part-time,133,FALSE,FALSE,,6/15/12 12:33,640,659,6/1/79 0:00,9,8,33,4,123,0,1,0,0,0,0,0,2013,1.03,0,20,0.75,1,0.35,"$25,000-49,999",TRUE,2166.666667,70DE3653759742094778F7B,1,26,16,8,2,1000,382.26,-16,48,,21,68211,4000,6/21/12 0:00,Q2 2012,68BB3478407257191D237FF,120,2115,356.4,1758.6,-32.55,-147.55,0,0,0,1,0,0,0,90
9F4735523098411899E2A3F,613489,7/17/12,4:35:43,PM,Past Due (16-30 days),,0.22742,0.1902,0.1802,0.176,0.065,0.111,4,C,4,3,NY,Other,Employed,114,TRUE,FALSE,,7/17/12 16:35,660,679,3/1/91 0:00,6,6,21,6,882,0,4,2,0,0,1,0,55491,0.91,5159,13,0.86,0,,"$75,000-99,999",FALSE,8166.666667,88413656317473268D354BE,1,35,34,1,0,5000,0.09,24,19,,20,70861,13000,7/19/12 0:00,Q3 2012,011833654924550400E1306,476.66,8549.88,5535.28,3014.6,-158.49,0,0,0,0,1,0,0,0,40
5D2A3554619452413E220EC,624178,8/13/12,3:39:40,PM,Past Due (61-90 days),,0.2893,0.2632,0.2532,0.2469,0.0975,0.1494,3,D,6,1,AL,Sales - Commission,Employed,154,FALSE,FALSE,,8/13/12 15:39,620,639,10/1/94 0:00,6,4,26,2,55,1,4,3,0,9,1,0,489,0.25,525,17,0.76,3,0.21,"$25,000-49,999",TRUE,3750,44E436597376099335B464A,1,9,9,0,0,7500,6223.18,-50,77,,19,72920,10000,8/23/12 0:00,Q3 2012,F3C235279216064776BDCB6,301.3,4519.5,1432.13,3087.37,-117.31,0,0,0,0,1,0,0,0,111
72133592988602596C14691,1003545,10/24/13,1:35:37,PM,Past Due (61-90 days),,0.21699,0.18,0.17,0.15867,0.0724,0.08627,4,C,4,1,OH,Laborer,Employed,109,TRUE,FALSE,,10/24/13 13:35,700,719,7/22/03 0:00,14,14,32,11,600,1,3,0,0,0,0,0,33770,0.57,10966,29,1,3,0.42,"$25,000-49,999",TRUE,3750,70CD3697612902279F90D84,1,10,9,1,0,17000,15206.08,,71,,5,108053,10000,10/29/13 0:00,Q4 2013,5DA93564118674121ADC405,361.52,356.5885,208.64,147.9485,-8.49,0,0,0,0,1,0,0,0,1
245F3580592425568BA08A1,800806,6/7/13,12:12:54,AM,Past Due (61-90 days),,0.25371,0.2159,0.2059,0.1903,0.0899,0.1004,4,C,3,1,MI,Other,Employed,80,TRUE,FALSE,,6/7/13 0:12,680,699,6/16/97 0:00,12,12,30,7,526,1,4,0,0,0,0,0,28744,0.71,11556,28,1,1,0.51,"$25,000-49,999",TRUE,2916.666667,EF0A36844437925867C2156,1,9,9,0,0,5000,4580.77,-29,90,,9,92133,8200,6/10/13 0:00,Q2 2013,F7C23555521392298C626C6,311.43,1557.15,845.28,711.87,-32.96,0,0,0,0,1,0,0,0,62
6AC6354333323026739B140,572787,3/27/12,3:09:39,PM,Past Due (91-120 days),,0.12427,0.0964,0.0864,0.0862,0.02,0.0662,6,A,8,2,GA,Executive,Employed,228,TRUE,FALSE,,6/3/12 19:27,720,739,7/17/96 0:00,9,9,33,9,384,0,2,0,0,12,0,0,11639,0.79,2459,28,0.96,1,0.19,"$50,000-74,999",TRUE,6000,BBBE3653149082985824D60,1,9,9,0,0,1000,0.09,-71,117,,21,67803,2000,6/13/12 0:00,Q2 2012,AE1D34178457907902F11C4,64.2,1027.2,818.14,209.06,-21.69,0,0,0,0,1,0,0,0,46
1ABE3554742725015F22394,628498,8/23/12,9:25:55,AM,Past Due (1-15 days),,0.21434,0.1774,0.1674,0.1636,0.0649,0.0987,4,C,4,1,IL,Sales - Retail,Part-time,197,TRUE,FALSE,,9/27/12 8:30,660,679,4/23/97 0:00,13,13,29,13,1881,0,0,0,0,0,0,0,77792,0.99,455,25,1,0,,$0,FALSE,0,40DF36631331333775ABE42,3,72,72,0,0,38500,676.04,-65,6,,17,75637,15000,10/4/12 0:00,Q4 2012,C5A83382914214204CCBFF9,540.33,8645.28,5614.93,3030.35,-169.31,-183.71,0,0,0,1,0,0,0,239
